Sample in Buffer,Sample in Window,TRIGGER,DAC_I[11:0],DAC_Q[11:0],tx_serial,I_16M[15:0],Q_16M[15:0],error_tdata[15:0],feedback_tdata[15:0],I_1M[15:0],Q_1M[15:0],clk_1M_out,gardner_error[15:0],gardner_increment[15:0],BPSK_raw,QPSK_raw[1:0],SD_flag,PD_flag,BD_flag,rx_data_tlast,BPSK,QPSK[1:0],rx_serial,Rx_valid,ADC_I[11:0],ADC_Q[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,SIGNED,SIGNED,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED
677,677,0,-2,2046,0,-1826,-1401,29,4,061f,053c,0,-8,8193,0,00,1,1,1,0,0,0,1,0,-1521,-709
678,678,0,-2,2046,0,-1826,-1401,29,4,061f,053c,0,-19,8193,0,00,1,1,1,0,0,0,1,0,-1342,-1640
679,679,0,-2046,-2,0,-1870,-1414,35,6,061f,053c,0,-24,8193,0,00,1,1,1,0,0,0,1,0,-1342,-1640
680,680,0,-2046,-2,0,-1870,-1414,35,6,061f,053c,0,-24,8193,0,00,1,1,1,0,0,0,1,0,804,-453
681,681,0,2,-2046,0,-1743,-1297,20,9,061f,053c,0,-21,8193,0,00,1,1,1,0,0,0,1,0,2047,767
682,682,0,2,-2046,0,-1743,-1297,20,9,061f,053c,0,-14,8193,0,00,1,1,1,0,0,0,1,0,1288,1167
683,683,0,2046,2,0,-1558,-1215,22,11,061f,053c,0,-7,8193,0,00,1,1,1,0,0,0,1,0,-885,729
684,684,0,2046,2,0,-1558,-1215,22,11,061f,053c,0,1,8193,0,00,1,1,1,0,0,0,1,0,-1476,-40
685,685,0,-2,2046,0,-1594,-964,20,12,061f,053c,0,26,8193,0,00,1,1,1,0,0,0,1,0,-1502,-927
686,686,0,-2,2046,0,-1594,-964,20,12,061f,053c,0,1,8193,0,00,1,1,1,0,0,0,1,0,-1400,-1501
687,687,0,-2046,-2,0,-1223,-592,14,13,061f,053c,0,31,8193,0,00,1,1,1,0,0,0,1,0,864,-395
688,688,0,-2046,-2,0,-1223,-592,14,13,061f,053c,0,-13,8193,0,00,1,1,1,0,0,0,1,0,2047,715
689,689,0,2,-2046,0,-1059,-317,24,13,061f,053c,0,17,8193,0,00,1,1,1,0,0,0,1,0,1464,1153
690,690,0,2,-2046,0,-1059,-317,24,13,061f,053c,0,-4,8193,0,00,1,1,1,0,0,0,1,0,88,748
691,691,0,2046,2,0,-408,472,17,12,061f,053c,0,20,8193,0,00,1,1,1,0,0,0,1,0,-784,82
692,692,0,2046,2,0,-408,472,17,12,061f,053c,0,-37,8193,0,00,1,1,1,0,0,0,1,0,-1337,-36
693,693,0,-2,2046,0,24,709,15,10,061f,053c,0,-28,8193,0,00,1,1,1,0,0,0,1,0,-1536,-824
694,694,0,-2,2046,0,24,709,15,10,061f,053c,0,-16,8193,0,00,1,1,1,0,0,0,1,0,-1314,-1532
695,695,0,-2046,-2,0,519,1403,-1,7,061f,053c,0,-9,8193,0,00,1,1,1,0,0,0,1,0,-1314,-1532
696,696,0,-2046,-2,0,519,1403,-1,7,061f,053c,0,-1,8193,0,00,1,1,1,0,0,0,1,0,830,-427
697,697,0,2,-2046,0,1006,1547,-8,4,fa22,fc99,1,-4,8193,0,00,1,1,1,0,0,0,0,1,2047,759
698,698,0,2,-2046,0,1006,1547,-8,4,fa22,fc99,0,-15,8191,1,11,1,1,1,0,1,3,0,0,1317,1171
699,699,0,2046,2,0,1350,1820,-26,1,fa22,fc99,0,-23,8191,1,11,1,1,1,0,1,3,0,0,-855,730
700,700,0,2046,2,0,1350,1820,-26,1,fa22,fc99,0,31,8191,1,11,1,1,1,0,1,3,0,0,-1509,-23
701,701,0,-2,2046,0,1596,1924,-22,-2,fa22,fc99,0,10,8191,1,11,1,1,1,0,1,3,0,0,-1510,-917
702,702,0,-2,2046,0,1596,1924,-22,-2,fa22,fc99,0,-24,8191,1,11,1,1,1,0,1,3,0,0,-1338,-1483
703,703,0,-2046,-2,0,1754,2190,-23,-5,fa22,fc99,0,14,8191,1,11,1,1,1,0,1,3,0,0,823,-446
704,704,0,-2046,-2,0,1754,2190,-23,-5,fa22,fc99,0,-3,8191,1,11,1,1,1,0,1,3,0,0,2047,743
705,705,0,2,-2046,0,1833,2223,-18,-8,fa22,fc99,0,-31,8191,1,11,1,1,1,0,1,3,0,0,1437,1204
706,706,0,2,-2046,0,1833,2223,-18,-8,fa22,fc99,0,-2,8191,1,11,1,1,1,0,1,3,0,0,356,659
707,707,0,2046,2,0,1905,2190,-27,-10,fa22,fc99,0,42,8191,1,11,1,1,1,0,1,3,0,0,1471,-612
708,708,0,2046,2,0,1905,2190,-27,-10,fa22,fc99,0,34,8191,1,11,1,1,1,0,1,3,0,0,2047,-347
709,709,0,-2,2046,0,1871,2193,-25,-12,fa22,fc99,0,22,8191,1,11,1,1,1,0,1,3,0,0,1392,1128
710,710,0,-2,2046,0,1871,2193,-25,-12,fa22,fc99,0,14,8191,1,11,1,1,1,0,1,3,0,0,116,953
711,711,0,-2046,-2,0,1701,2066,-18,-13,fa22,fc99,0,7,8191,1,11,1,1,1,0,1,3,0,0,116,953
712,712,0,-2046,-2,0,1701,2066,-18,-13,fa22,fc99,0,2,8191,1,11,1,1,1,0,1,3,0,0,-737,49
713,713,0,2,-2046,0,1698,2038,-20,-13,fa22,fc99,0,5,8191,1,11,1,1,1,0,1,3,0,0,-1440,-99
714,714,0,2,-2046,0,1698,2038,-20,-13,fa22,fc99,0,21,8191,1,11,1,1,1,0,1,3,0,0,-1274,-624
715,715,0,2046,2,0,1722,1781,-21,-12,fa22,fc99,0,-30,8191,1,11,1,1,1,0,1,3,0,0,777,-465
716,716,0,2046,2,0,1722,1781,-21,-12,fa22,fc99,0,-20,8191,1,11,1,1,1,0,1,3,0,0,2047,609
717,717,0,-2,2046,0,1568,1383,-20,-10,fa22,fc99,0,6,8191,1,11,1,1,1,0,1,3,0,0,1463,1238
718,718,0,-2,2046,0,1568,1383,-20,-10,fa22,fc99,0,44,8191,1,11,1,1,1,0,1,3,0,0,81,749
719,719,0,-2046,-2,0,1404,1105,-4,-7,fa22,fc99,0,10,8191,1,11,1,1,1,0,1,3,0,0,-767,48
720,720,0,-2046,-2,0,1404,1105,-4,-7,fa22,fc99,0,-34,8191,1,11,1,1,1,0,1,3,0,0,-1323,-29
721,721,0,2,-2046,0,1258,853,8,-5,fa22,fc99,0,-9,8191,1,11,1,1,1,0,1,3,0,0,-1507,-803
722,722,0,2,-2046,0,1258,853,8,-5,fa22,fc99,0,23,8191,1,11,1,1,1,0,1,3,0,0,-1428,-1543
723,723,0,2046,2,0,663,29,11,-3,fa22,fc99,0,-19,8191,1,11,1,1,1,0,1,3,0,0,913,-461
724,724,0,2046,2,0,663,29,11,-3,fa22,fc99,0,-6,8191,1,11,1,1,1,0,1,3,0,0,2047,785
725,725,0,-2,2046,0,351,-324,13,-1,fa22,fc99,0,6,8191,1,11,1,1,1,0,1,3,0,0,1447,1187
726,726,0,-2,2046,0,351,-324,13,-1,fa22,fc99,0,18,8191,1,11,1,1,1,0,1,3,0,0,61,735
727,727,0,-2046,-2,0,-416,-1083,6,0,fa22,fc99,0,23,8191,1,11,1,1,1,0,1,3,0,0,61,735
728,728,0,-2046,-2,0,-416,-1083,6,0,fa22,fc99,0,20,8191,1,11,1,1,1,0,1,3,0,0,-698,80
729,729,0,2,-2046,0,-782,-1043,0,0,05f7,0521,1,13,8191,1,11,1,1,1,0,1,3,1,1,-1415,-78
730,730,0,2,-2046,0,-782,-1043,0,0,05f7,0521,0,3,8193,0,00,1,1,1,0,0,0,1,0,-1333,-625
731,731,0,2046,2,0,-1115,-1282,-16,0,05f7,0521,0,-6,8193,0,00,1,1,1,0,0,0,1,0,798,-441
732,732,0,2046,2,0,-1115,-1282,-16,0,05f7,0521,0,-16,8193,0,00,1,1,1,0,0,0,1,0,2047,589
733,733,0,-2,2046,0,-1669,-1335,-8,0,05f7,0521,0,18,8193,0,00,1,1,1,0,0,0,1,0,1467,1217
734,734,0,-2,2046,0,-1669,-1335,-8,0,05f7,0521,0,-29,8193,0,00,1,1,1,0,0,0,1,0,79,762
735,735,0,2046,2,0,-1818,-1321,-7,0,05f7,0521,0,5,8193,0,00,1,1,1,0,0,0,1,0,-762,64
736,736,0,2046,2,0,-1818,-1321,-7,0,05f7,0521,0,-16,8193,0,00,1,1,1,0,0,0,1,0,-1372,-19
737,737,0,-2,2046,0,-1905,-1270,15,1,05f7,0521,0,17,8193,0,00,1,1,1,0,0,0,1,0,-1444,-817
738,738,0,-2,2046,0,-1905,-1270,15,1,05f7,0521,0,-22,8193,0,00,1,1,1,0,0,0,1,0,-1640,-1560
739,739,0,-2046,-2,0,-1983,-1236,23,1,05f7,0521,0,-45,8193,0,00,1,1,1,0,0,0,1,0,-1498,-450
740,740,0,-2046,-2,0,-1983,-1236,23,1,05f7,0521,0,8,8193,0,00,1,1,1,0,0,0,1,0,-1153,448
741,741,0,2,-2046,0,-1856,-1379,30,3,05f7,0521,0,-7,8193,0,00,1,1,1,0,0,0,1,0,-1479,-714
742,742,0,2,-2046,0,-1856,-1379,30,3,05f7,0521,0,-18,8193,0,00,1,1,1,0,0,0,1,0,-1363,-1640
743,743,0,2046,2,0,-1905,-1381,36,5,05f7,0521,0,-23,8193,0,00,1,1,1,0,0,0,1,0,-1363,-1640
744,744,0,2046,2,0,-1905,-1381,36,5,05f7,0521,0,-19,8193,0,00,1,1,1,0,0,0,1,0,819,-436
745,745,0,-2,2046,0,-1779,-1268,23,7,05f7,0521,0,-17,8193,0,00,1,1,1,0,0,0,1,0,2047,791
746,746,0,-2,2046,0,-1779,-1268,23,7,05f7,0521,0,-11,8193,0,00,1,1,1,0,0,0,1,0,1299,1194
747,747,0,-2046,-2,0,-1600,-1185,26,10,05f7,0521,0,-3,8193,0,00,1,1,1,0,0,0,1,0,-862,748
748,748,0,-2046,-2,0,-1600,-1185,26,10,05f7,0521,0,4,8193,0,00,1,1,1,0,0,0,1,0,-1472,-59
749,749,0,2,-2046,0,-1632,-941,23,12,05f7,0521,0,29,8193,0,00,1,1,1,0,0,0,1,0,-1492,-964
750,750,0,2,-2046,0,-1632,-941,23,12,05f7,0521,0,3,8193,0,00,1,1,1,0,0,0,1,0,-1419,-1476
751,751,0,2046,2,0,-1255,-574,17,13,05f7,0521,0,32,8193,0,00,1,1,1,0,0,0,1,0,867,-414
752,752,0,2046,2,0,-1255,-574,17,13,05f7,0521,0,-13,8193,0,00,1,1,1,0,0,0,1,0,2047,729
753,753,0,-2,2046,0,-1083,-311,27,14,05f7,0521,0,17,8193,0,00,1,1,1,0,0,0,1,0,1493,1177
754,754,0,-2,2046,0,-1083,-311,27,14,05f7,0521,0,-5,8193,0,00,1,1,1,0,0,0,1,0,61,743
755,755,0,-2046,-2,0,-423,469,19,13,05f7,0521,0,19,8193,0,00,1,1,1,0,0,0,1,0,-766,72
756,756,0,-2046,-2,0,-423,469,19,13,05f7,0521,0,-38,8193,0,00,1,1,1,0,0,0,1,0,-1340,-33
757,757,0,2,-2046,0,20,693,16,11,05f7,0521,0,-30,8193,0,00,1,1,1,0,0,0,1,0,-1503,-838
758,758,0,2,-2046,0,20,693,16,11,05f7,0521,0,-20,8193,0,00,1,1,1,0,0,0,1,0,-1407,-1528
759,759,0,2046,2,0,521,1391,-1,8,05f7,0521,0,-10,8193,0,00,1,1,1,0,0,0,1,0,-1407,-1528
760,760,0,2046,2,0,521,1391,-1,8,05f7,0521,0,-2,8193,0,00,1,1,1,0,0,0,1,0,836,-421
761,761,0,-2,2046,0,1012,1531,-8,4,f9fe,fcae,1,-4,8193,0,00,1,1,1,0,0,0,0,1,2047,789
762,762,0,-2,2046,0,1012,1531,-8,4,f9fe,fcae,0,-15,8191,1,11,1,1,1,0,1,3,0,0,1302,1192
763,763,0,-2046,-2,0,1351,1804,-26,1,f9fe,fcae,0,37,8191,1,11,1,1,1,0,1,3,0,0,-838,741
764,764,0,-2046,-2,0,1351,1804,-26,1,f9fe,fcae,0,30,8191,1,11,1,1,1,0,1,3,0,0,-1517,-52
765,765,0,2,-2046,0,1598,1918,-21,-3,f9fe,fcae,0,10,8191,1,11,1,1,1,0,1,3,0,0,-1516,-922
766,766,0,2,-2046,0,1598,1918,-21,-3,f9fe,fcae,0,-24,8191,1,11,1,1,1,0,1,3,0,0,-1305,-1484
767,767,0,-2046,-2,0,1755,2195,-22,-6,f9fe,fcae,0,14,8191,1,11,1,1,1,0,1,3,0,0,792,-423
768,768,0,-2046,-2,0,1755,2195,-22,-6,f9fe,fcae,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,706
769,769,0,2,-2046,0,1835,2236,-18,-9,f9fe,fcae,0,-30,8191,1,11,1,1,1,0,1,3,0,0,1449,1224
770,770,0,2,-2046,0,1835,2236,-18,-9,f9fe,fcae,0,0,8191,1,11,1,1,1,0,1,3,0,0,367,658
771,771,0,2046,2,0,1905,2208,-27,-12,f9fe,fcae,0,43,8191,1,11,1,1,1,0,1,3,0,0,1459,-629
772,772,0,2046,2,0,1905,2208,-27,-12,f9fe,fcae,0,34,8191,1,11,1,1,1,0,1,3,0,0,2047,-321
773,773,0,-2,2046,0,1876,2211,-25,-14,f9fe,fcae,0,23,8191,1,11,1,1,1,0,1,3,0,0,1368,1129
774,774,0,-2,2046,0,1876,2211,-25,-14,f9fe,fcae,0,14,8191,1,11,1,1,1,0,1,3,0,0,90,929
775,775,0,-2046,-2,0,1711,2094,-20,-14,f9fe,fcae,0,8,8191,1,11,1,1,1,0,1,3,0,0,90,929
776,776,0,-2046,-2,0,1711,2094,-20,-14,f9fe,fcae,0,2,8191,1,11,1,1,1,0,1,3,0,0,-753,58
777,777,0,2,-2046,0,1718,2066,-21,-14,f9fe,fcae,0,5,8191,1,11,1,1,1,0,1,3,0,0,-1423,-108
778,778,0,2,-2046,0,1718,2066,-21,-14,f9fe,fcae,0,20,8191,1,11,1,1,1,0,1,3,0,0,-1317,-644
779,779,0,2046,2,0,1747,1800,-23,-13,f9fe,fcae,0,-31,8191,1,11,1,1,1,0,1,3,0,0,830,-459
780,780,0,2046,2,0,1747,1800,-23,-13,f9fe,fcae,0,-21,8191,1,11,1,1,1,0,1,3,0,0,2047,620
781,781,0,-2,2046,0,1605,1395,-21,-11,f9fe,fcae,0,4,8191,1,11,1,1,1,0,1,3,0,0,1464,1213
782,782,0,-2,2046,0,1605,1395,-21,-11,f9fe,fcae,0,43,8191,1,11,1,1,1,0,1,3,0,0,74,764
783,783,0,-2046,-2,0,1448,1112,-3,-8,f9fe,fcae,0,8,8191,1,11,1,1,1,0,1,3,0,0,-744,41
784,784,0,-2046,-2,0,1448,1112,-3,-8,f9fe,fcae,0,-36,8191,1,11,1,1,1,0,1,3,0,0,-1397,-36
785,785,0,2,-2046,0,1299,849,9,-5,f9fe,fcae,0,-9,8191,1,11,1,1,1,0,1,3,0,0,-1444,-789
786,786,0,2,-2046,0,1299,849,9,-5,f9fe,fcae,0,22,8191,1,11,1,1,1,0,1,3,0,0,-1478,-1527
787,787,0,2046,2,0,695,17,13,-3,f9fe,fcae,0,-18,8191,1,11,1,1,1,0,1,3,0,0,918,-456
788,788,0,2046,2,0,695,17,13,-3,f9fe,fcae,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,756
789,789,0,-2,2046,0,376,-343,14,-1,f9fe,fcae,0,8,8191,1,11,1,1,1,0,1,3,0,0,1463,1183
790,790,0,-2,2046,0,376,-343,14,-1,f9fe,fcae,0,18,8191,1,11,1,1,1,0,1,3,0,0,53,734
791,791,0,-2046,-2,0,-405,-1096,7,0,f9fe,fcae,0,21,8191,1,11,1,1,1,0,1,3,0,0,53,734
792,792,0,-2046,-2,0,-405,-1096,7,0,f9fe,fcae,0,19,8191,1,11,1,1,1,0,1,3,0,0,-723,70
793,793,0,2,-2046,0,-780,-1048,0,0,061d,052c,1,15,8191,1,11,1,1,1,0,1,3,1,1,-1443,-73
794,794,0,2,-2046,0,-780,-1048,0,0,061d,052c,0,7,8193,0,00,1,1,1,0,0,0,1,0,-1312,-614
795,795,0,2046,2,0,-1126,-1290,-16,0,061d,052c,0,-6,8193,0,00,1,1,1,0,0,0,1,0,795,-437
796,796,0,2046,2,0,-1126,-1290,-16,0,061d,052c,0,-18,8193,0,00,1,1,1,0,0,0,1,0,2047,591
797,797,0,-2,2046,0,-1685,-1342,-8,0,061d,052c,0,19,8193,0,00,1,1,1,0,0,0,1,0,1455,1190
798,798,0,-2,2046,0,-1685,-1342,-8,0,061d,052c,0,-25,8193,0,00,1,1,1,0,0,0,1,0,98,759
799,799,0,2046,2,0,-1834,-1322,-7,0,061d,052c,0,3,8193,0,00,1,1,1,0,0,0,1,0,-784,68
800,800,0,2046,2,0,-1834,-1322,-7,0,061d,052c,0,-13,8193,0,00,1,1,1,0,0,0,1,0,-1352,-16
801,801,0,-2,2046,0,-1921,-1272,15,0,061d,052c,0,17,8193,0,00,1,1,1,0,0,0,1,0,-1416,-813
802,802,0,-2,2046,0,-1921,-1272,15,0,061d,052c,0,-25,8193,0,00,1,1,1,0,0,0,1,0,-1613,-1551
803,803,0,-2046,-2,0,-1998,-1241,24,1,061d,052c,0,-47,8193,0,00,1,1,1,0,0,0,1,0,-1628,-463
804,804,0,-2046,-2,0,-1998,-1241,24,1,061d,052c,0,6,8193,0,00,1,1,1,0,0,0,1,0,-1013,426
805,805,0,2,-2046,0,-1855,-1386,31,3,061d,052c,0,-7,8193,0,00,1,1,1,0,0,0,1,0,-1456,-738
806,806,0,2,-2046,0,-1855,-1386,31,3,061d,052c,0,-20,8193,0,00,1,1,1,0,0,0,1,0,-1529,-1655
807,807,0,2046,2,0,-1901,-1395,37,5,061d,052c,0,-25,8193,0,00,1,1,1,0,0,0,1,0,-1529,-1655
808,808,0,2046,2,0,-1901,-1395,37,5,061d,052c,0,-25,8193,0,00,1,1,1,0,0,0,1,0,924,-439
809,809,0,-2,2046,0,-1765,-1286,23,8,061d,052c,0,-20,8193,0,00,1,1,1,0,0,0,1,0,2047,789
810,810,0,-2,2046,0,-1765,-1286,23,8,061d,052c,0,-15,8193,0,00,1,1,1,0,0,0,1,0,1313,1173
811,811,0,-2046,-2,0,-1578,-1210,25,11,061d,052c,0,-7,8193,0,00,1,1,1,0,0,0,1,0,-853,726
812,812,0,-2046,-2,0,-1578,-1210,25,11,061d,052c,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1500,-42
813,813,0,2,-2046,0,-1609,-963,22,13,061d,052c,0,27,8193,0,00,1,1,1,0,0,0,1,0,-1515,-966
814,814,0,2,-2046,0,-1609,-963,22,13,061d,052c,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1306,-1468
815,815,0,2046,2,0,-1231,-596,15,15,061d,052c,0,30,8193,0,00,1,1,1,0,0,0,1,0,784,-405
816,816,0,2046,2,0,-1231,-596,15,15,061d,052c,0,-14,8193,0,00,1,1,1,0,0,0,1,0,2047,717
817,817,0,-2,2046,0,-1066,-335,25,15,061d,052c,0,18,8193,0,00,1,1,1,0,0,0,1,0,1480,1156
818,818,0,-2,2046,0,-1066,-335,25,15,061d,052c,0,-5,8193,0,00,1,1,1,0,0,0,1,0,107,755
819,819,0,-2046,-2,0,-410,454,17,14,061d,052c,0,20,8193,0,00,1,1,1,0,0,0,1,0,-797,71
820,820,0,-2046,-2,0,-410,454,17,14,061d,052c,0,-38,8193,0,00,1,1,1,0,0,0,1,0,-1338,-36
821,821,0,2,-2046,0,25,685,15,12,061d,052c,0,-29,8193,0,00,1,1,1,0,0,0,1,0,-1453,-815
822,822,0,2,-2046,0,25,685,15,12,061d,052c,0,-17,8193,0,00,1,1,1,0,0,0,1,0,-1450,-1556
823,823,0,2046,2,0,525,1380,-1,9,061d,052c,0,-10,8193,0,00,1,1,1,0,0,0,1,0,-1450,-1556
824,824,0,2046,2,0,525,1380,-1,9,061d,052c,0,-1,8193,0,00,1,1,1,0,0,0,1,0,865,-454
825,825,0,-2,2046,0,1013,1520,-8,5,fa15,fc98,1,-4,8193,0,00,1,1,1,0,0,0,0,1,2047,762
826,826,0,-2,2046,0,1013,1520,-8,5,fa15,fc98,0,-14,8191,1,11,1,1,1,0,1,3,0,0,1303,1146
827,827,0,-2046,-2,0,1359,1794,-25,1,fa15,fc98,0,41,8191,1,11,1,1,1,0,1,3,0,0,-832,722
828,828,0,-2046,-2,0,1359,1794,-25,1,fa15,fc98,0,32,8191,1,11,1,1,1,0,1,3,0,0,-1525,-31
829,829,0,2,-2046,0,1608,1901,-20,-2,fa15,fc98,0,12,8191,1,11,1,1,1,0,1,3,0,0,-1500,-946
830,830,0,2,-2046,0,1608,1901,-20,-2,fa15,fc98,0,-24,8191,1,11,1,1,1,0,1,3,0,0,-1300,-1495
831,831,0,-2046,-2,0,1765,2176,-21,-6,fa15,fc98,0,14,8191,1,11,1,1,1,0,1,3,0,0,775,-440
832,832,0,-2046,-2,0,1765,2176,-21,-6,fa15,fc98,0,-2,8191,1,11,1,1,1,0,1,3,0,0,2047,725
833,833,0,2,-2046,0,1850,2215,-16,-9,fa15,fc98,0,-30,8191,1,11,1,1,1,0,1,3,0,0,1462,1191
834,834,0,2,-2046,0,1850,2215,-16,-9,fa15,fc98,0,0,8191,1,11,1,1,1,0,1,3,0,0,362,666
835,835,0,2046,2,0,1926,2186,-25,-12,fa15,fc98,0,42,8191,1,11,1,1,1,0,1,3,0,0,1462,-629
836,836,0,2046,2,0,1926,2186,-25,-12,fa15,fc98,0,33,8191,1,11,1,1,1,0,1,3,0,0,2047,-345
837,837,0,-2,2046,0,1896,2201,-23,-14,fa15,fc98,0,23,8191,1,11,1,1,1,0,1,3,0,0,1392,1155
838,838,0,-2,2046,0,1896,2201,-23,-14,fa15,fc98,0,14,8191,1,11,1,1,1,0,1,3,0,0,99,955
839,839,0,-2046,-2,0,1731,2086,-17,-15,fa15,fc98,0,7,8191,1,11,1,1,1,0,1,3,0,0,99,955
840,840,0,-2046,-2,0,1731,2086,-17,-15,fa15,fc98,0,0,8191,1,11,1,1,1,0,1,3,0,0,-756,18
841,841,0,2,-2046,0,1732,2063,-20,-15,fa15,fc98,0,7,8191,1,11,1,1,1,0,1,3,0,0,-1416,-115
842,842,0,2,-2046,0,1732,2063,-20,-15,fa15,fc98,0,20,8191,1,11,1,1,1,0,1,3,0,0,-1281,-632
843,843,0,2046,2,0,1757,1811,-21,-13,fa15,fc98,0,-31,8191,1,11,1,1,1,0,1,3,0,0,785,-456
844,844,0,2046,2,0,1757,1811,-21,-13,fa15,fc98,0,-21,8191,1,11,1,1,1,0,1,3,0,0,2047,607
845,845,0,-2,2046,0,1604,1415,-20,-11,fa15,fc98,0,3,8191,1,11,1,1,1,0,1,3,0,0,1451,1221
846,846,0,-2,2046,0,1604,1415,-20,-11,fa15,fc98,0,43,8191,1,11,1,1,1,0,1,3,0,0,92,719
847,847,0,-2046,-2,0,1439,1143,-3,-8,fa15,fc98,0,8,8191,1,11,1,1,1,0,1,3,0,0,-745,35
848,848,0,-2046,-2,0,1439,1143,-3,-8,fa15,fc98,0,-35,8191,1,11,1,1,1,0,1,3,0,0,-1367,-4
849,849,0,2,-2046,0,1286,879,8,-5,fa15,fc98,0,-10,8191,1,11,1,1,1,0,1,3,0,0,-1525,-817
850,850,0,2,-2046,0,1286,879,8,-5,fa15,fc98,0,22,8191,1,11,1,1,1,0,1,3,0,0,-1322,-1534
851,851,0,2046,2,0,678,43,11,-3,fa15,fc98,0,-18,8191,1,11,1,1,1,0,1,3,0,0,832,-438
852,852,0,2046,2,0,678,43,11,-3,fa15,fc98,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,740
853,853,0,-2,2046,0,355,-318,13,-1,fa15,fc98,0,8,8191,1,11,1,1,1,0,1,3,0,0,1452,1189
854,854,0,-2,2046,0,355,-318,13,-1,fa15,fc98,0,19,8191,1,11,1,1,1,0,1,3,0,0,59,745
855,855,0,-2046,-2,0,-428,-1082,6,0,fa15,fc98,0,20,8191,1,11,1,1,1,0,1,3,0,0,59,745
856,856,0,-2046,-2,0,-428,-1082,6,0,fa15,fc98,0,21,8191,1,11,1,1,1,0,1,3,0,0,-734,65
857,857,0,2,-2046,0,-802,-1047,0,0,061a,0543,1,16,8191,1,11,1,1,1,0,1,3,1,1,-1421,-116
858,858,0,2,-2046,0,-802,-1047,0,0,061a,0543,0,5,8194,0,00,1,1,1,0,0,0,1,0,-1301,-637
859,859,0,2046,2,0,-1140,-1291,-16,0,061a,0543,0,-6,8194,0,00,1,1,1,0,0,0,1,0,751,-463
860,860,0,2046,2,0,-1140,-1291,-16,0,061a,0543,0,-16,8194,0,00,1,1,1,0,0,0,1,0,2047,592
861,861,0,-2,2046,0,-1696,-1349,-7,0,061a,0543,0,22,8194,0,00,1,1,1,0,0,0,1,0,1456,1216
862,862,0,-2,2046,0,-1696,-1349,-7,0,061a,0543,0,-28,8194,0,00,1,1,1,0,0,0,1,0,82,745
863,863,0,2046,2,0,-1838,-1333,-6,0,061a,0543,0,8,8194,0,00,1,1,1,0,0,0,1,0,-776,61
864,864,0,2046,2,0,-1838,-1333,-6,0,061a,0543,0,-14,8194,0,00,1,1,1,0,0,0,1,0,-1351,-9
865,865,0,-2,2046,0,-1919,-1280,16,1,061a,0543,0,19,8194,0,00,1,1,1,0,0,0,1,0,-1431,-812
866,866,0,-2,2046,0,-1919,-1280,16,1,061a,0543,0,-21,8194,0,00,1,1,1,0,0,0,1,0,-1595,-1554
867,867,0,-2046,-2,0,-1988,-1248,24,1,061a,0543,0,15,8194,0,00,1,1,1,0,0,0,1,0,-1696,-423
868,868,0,-2046,-2,0,-1988,-1248,24,1,061a,0543,0,4,8194,0,00,1,1,1,0,0,0,1,0,-1010,436
869,869,0,2,-2046,0,-1841,-1383,31,3,061a,0543,0,-8,8194,0,00,1,1,1,0,0,0,1,0,-1378,-735
870,870,0,2,-2046,0,-1841,-1383,31,3,061a,0543,0,-19,8194,0,00,1,1,1,0,0,0,1,0,-1659,-1613
871,871,0,2046,2,0,-1879,-1391,36,6,061a,0543,0,-25,8194,0,00,1,1,1,0,0,0,1,0,-1659,-1613
872,872,0,2046,2,0,-1879,-1391,36,6,061a,0543,0,-25,8194,0,00,1,1,1,0,0,0,1,0,976,-432
873,873,0,-2,2046,0,-1745,-1277,22,8,061a,0543,0,-22,8194,0,00,1,1,1,0,0,0,1,0,2047,751
874,874,0,-2,2046,0,-1745,-1277,22,8,061a,0543,0,-15,8194,0,00,1,1,1,0,0,0,1,0,1326,1188
875,875,0,-2046,-2,0,-1558,-1192,24,11,061a,0543,0,-8,8194,0,00,1,1,1,0,0,0,1,0,-882,743
876,876,0,-2046,-2,0,-1558,-1192,24,11,061a,0543,0,2,8194,0,00,1,1,1,0,0,0,1,0,-1517,-60
877,877,0,2,-2046,0,-1591,-949,21,13,061a,0543,0,25,8194,0,00,1,1,1,0,0,0,1,0,-1496,-940
878,878,0,2,-2046,0,-1591,-949,21,13,061a,0543,0,1,8194,0,00,1,1,1,0,0,0,1,0,-1280,-1464
879,879,0,2046,2,0,-1217,-591,15,14,061a,0543,0,31,8194,0,00,1,1,1,0,0,0,1,0,734,-438
880,880,0,2046,2,0,-1217,-591,15,14,061a,0543,0,-14,8194,0,00,1,1,1,0,0,0,1,0,2047,741
881,881,0,-2,2046,0,-1050,-326,24,15,061a,0543,0,18,8194,0,00,1,1,1,0,0,0,1,0,1471,1188
882,882,0,-2,2046,0,-1050,-326,24,15,061a,0543,0,-5,8194,0,00,1,1,1,0,0,0,1,0,33,737
