Sample in Buffer,Sample in Window,TRIGGER,DAC_I[11:0],DAC_Q[11:0],tx_serial,I_16M[15:0],Q_16M[15:0],error_tdata[15:0],feedback_tdata[15:0],I_1M[15:0],Q_1M[15:0],clk_1M_out,gardner_error[15:0],gardner_increment[15:0],BPSK_raw,QPSK_raw[1:0],SD_flag,PD_flag,BD_flag,rx_data_tlast,BPSK,QPSK[1:0],rx_serial,Rx_valid,ADC_I[11:0],ADC_Q[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,SIGNED,SIGNED,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED
4712,4712,0,2,-2046,1,-810,1540,-30,18,037c,f799,0,15,8185,1,01,1,1,1,0,1,3,1,0,1454,1183
4713,4713,0,2046,2,0,-1119,1553,-30,21,037c,f799,0,-38,8185,1,01,1,1,1,0,1,3,1,0,51,699
4714,4714,0,2046,2,0,-1119,1553,-30,21,037c,f799,0,-19,8185,1,01,1,1,1,0,1,3,1,0,-667,-104
4715,4715,0,-2,2046,0,-889,1429,-27,23,037c,f799,0,7,8185,1,01,1,1,1,0,1,3,1,0,-1308,-1059
4716,4716,0,-2,2046,0,-889,1429,-27,23,037c,f799,0,-22,8185,1,01,1,1,1,0,1,3,1,0,-1800,-1519
4717,4717,0,-2046,-2,0,-1030,1559,-18,25,037c,f799,0,6,8185,1,01,1,1,1,0,1,3,1,0,969,-388
4718,4718,0,-2046,-2,0,-1030,1559,-18,25,037c,f799,0,28,8185,1,01,1,1,1,0,1,3,1,0,2047,746
4719,4719,0,2,-2046,0,-1040,1463,-20,24,037c,f799,0,-5,8185,1,01,1,1,1,0,1,3,1,0,1417,1146
4720,4720,0,2,-2046,0,-1040,1463,-20,24,037c,f799,0,37,8185,1,01,1,1,1,0,1,3,1,0,78,744
4721,4721,0,2046,2,0,-1092,1547,-21,21,037c,f799,0,-1,8185,1,01,1,1,1,0,1,3,1,0,-770,79
4722,4722,0,2046,2,0,-1092,1547,-21,21,037c,f799,0,8,8185,1,01,1,1,1,0,1,3,1,0,-1311,-44
4723,4723,0,-2,2046,0,-1080,1540,-17,14,037c,f799,0,27,8185,1,01,1,1,1,0,1,3,1,0,-1468,-822
4724,4724,0,-2,2046,0,-1080,1540,-17,14,037c,f799,0,-6,8185,1,01,1,1,1,0,1,3,1,0,-1408,-1521
4725,4725,0,-2046,-2,0,-1173,1595,-19,6,037c,f799,0,8,8185,1,01,1,1,1,0,1,3,1,0,868,-437
4726,4726,0,-2046,-2,0,-1173,1595,-19,6,037c,f799,0,9,8185,1,01,1,1,1,0,1,3,1,0,2047,750
4727,4727,0,2,-2046,0,-1019,1643,-19,-4,037c,f799,0,-50,8185,1,01,1,1,1,0,1,3,1,0,2047,750
4728,4728,0,2,-2046,0,-1019,1643,-19,-4,fc1d,05f6,1,-44,8185,1,01,1,1,1,0,1,3,1,0,1490,1161
4729,4729,0,2046,2,1,-1051,1556,-18,-15,fc1d,05f6,0,-46,8186,0,10,1,1,1,0,0,0,1,1,107,713
4730,4730,0,2046,2,1,-1051,1556,-18,-15,fc1d,05f6,0,-62,8186,0,10,1,1,1,0,0,0,1,0,-687,-114
4731,4731,0,-2,2046,1,-1114,1613,-26,-24,fc1d,05f6,0,-10,8186,0,10,1,1,1,0,0,0,1,0,-1378,-1062
4732,4732,0,-2,2046,1,-1114,1613,-26,-24,fc1d,05f6,0,42,8186,0,10,1,1,1,0,0,0,1,0,-1701,-1509
4733,4733,0,-2046,-2,1,-983,1580,-21,-32,fc1d,05f6,0,28,8186,0,10,1,1,1,0,0,0,1,0,921,-404
4734,4734,0,-2046,-2,1,-983,1580,-21,-32,fc1d,05f6,0,10,8186,0,10,1,1,1,0,0,0,1,0,2047,747
4735,4735,0,2046,2,1,-1089,1468,-21,-37,fc1d,05f6,0,-2,8186,0,10,1,1,1,0,0,0,1,0,1421,1135
4736,4736,0,2046,2,1,-1089,1468,-21,-37,fc1d,05f6,0,-18,8186,0,10,1,1,1,0,0,0,1,0,67,766
4737,4737,0,-2,2046,1,-1093,1519,-24,-39,fc1d,05f6,0,35,8186,0,10,1,1,1,0,0,0,1,0,-791,26
4738,4738,0,-2,2046,1,-1093,1519,-24,-39,fc1d,05f6,0,24,8186,0,10,1,1,1,0,0,0,1,0,-1345,247
4739,4739,0,-2046,-2,1,-1085,1514,-15,-39,fc1d,05f6,0,17,8186,0,10,1,1,1,0,0,0,1,0,-259,1403
4740,4740,0,-2046,-2,1,-1085,1514,-15,-39,fc1d,05f6,0,3,8186,0,10,1,1,1,0,0,0,1,0,543,1246
4741,4741,0,2,-2046,1,-1179,1595,-17,-38,fc1d,05f6,0,-4,8186,0,10,1,1,1,0,0,0,1,0,-564,97
4742,4742,0,2,-2046,1,-1179,1595,-17,-38,fc1d,05f6,0,-5,8186,0,10,1,1,1,0,0,0,1,0,-1418,-128
4743,4743,0,2046,2,1,-1020,1660,-18,-36,fc1d,05f6,0,-9,8186,0,10,1,1,1,0,0,0,1,0,-1418,-128
4744,4744,0,2046,2,1,-1020,1660,-18,-36,fc1d,05f6,0,-15,8186,0,10,1,1,1,0,0,0,1,0,-1454,-804
4745,4745,0,-2,2046,1,-1041,1591,-18,-33,fc1d,05f6,0,-18,8186,0,10,1,1,1,0,0,0,1,0,-1500,-1579
4746,4746,0,-2,2046,1,-1041,1591,-18,-33,fc1d,05f6,0,-13,8186,0,10,1,1,1,0,0,0,1,0,741,-263
4747,4747,0,-2046,-2,1,-1100,1665,-27,-31,fc1d,05f6,0,-12,8186,0,10,1,1,1,0,0,0,1,0,1545,1512
4748,4748,0,-2046,-2,1,-1100,1665,-27,-31,fc1d,05f6,0,-16,8186,0,10,1,1,1,0,0,0,1,0,398,1007
4749,4749,0,2,-2046,1,-952,1641,-23,-29,fc1d,05f6,0,-15,8186,0,10,1,1,1,0,0,0,1,0,-841,-53
4750,4750,0,2,-2046,1,-952,1641,-23,-29,fc1d,05f6,0,-10,8186,0,10,1,1,1,0,0,0,1,0,-1377,-50
4751,4751,0,2046,2,1,-1055,1526,-24,-27,fc1d,05f6,0,-7,8186,0,10,1,1,1,0,0,0,1,0,-1413,-768
4752,4752,0,2046,2,1,-1055,1526,-24,-27,fc1d,05f6,0,-7,8186,0,10,1,1,1,0,0,0,1,0,-1487,-1539
4753,4753,0,-2,2046,1,-1053,1580,-28,-25,fc1d,05f6,0,-4,8186,0,10,1,1,1,0,0,0,1,0,915,-439
4754,4754,0,-2,2046,1,-1053,1580,-28,-25,fc1d,05f6,0,2,8186,0,10,1,1,1,0,0,0,1,0,2047,750
4755,4755,0,-2046,-2,1,-1035,1576,-19,-23,fc1d,05f6,0,4,8186,0,10,1,1,1,0,0,0,1,0,1452,1176
4756,4756,0,-2046,-2,1,-1035,1576,-19,-23,fc1d,05f6,0,1,8186,0,10,1,1,1,0,0,0,1,0,58,763
4757,4757,0,2,-2046,1,-1119,1650,-22,-20,fc1d,05f6,0,3,8186,0,10,1,1,1,0,0,0,1,0,-742,59
4758,4758,0,2,-2046,1,-1119,1650,-22,-20,fc1d,05f6,0,6,8186,0,10,1,1,1,0,0,0,1,0,-1287,-74
4759,4759,0,2046,2,1,-982,1683,-22,-16,fc1d,05f6,0,6,8186,0,10,1,1,1,0,0,0,1,0,-1287,-74
4760,4760,0,2046,2,1,-982,1683,-22,-16,fc23,066f,1,3,8186,0,10,1,1,1,0,0,0,1,0,-1476,-769
4761,4761,0,-2,2046,0,-724,1354,-23,-13,fc23,066f,0,2,8192,0,10,1,1,1,0,0,0,0,1,-1439,-1552
4762,4762,0,-2,2046,0,-724,1354,-23,-13,fc23,066f,0,1,8192,0,10,1,1,1,0,0,0,0,0,728,-244
4763,4763,0,-2046,-2,0,-1116,1629,-29,-9,fc23,066f,0,1,8192,0,10,1,1,1,0,0,0,0,0,1543,1490
4764,4764,0,-2046,-2,0,-1116,1629,-29,-9,fc23,066f,0,1,8192,0,10,1,1,1,0,0,0,0,0,395,1006
4765,4765,0,2,-2046,0,-751,1546,-20,-6,fc23,066f,0,-2,8192,0,10,1,1,1,0,0,0,0,0,-858,-45
4766,4766,0,2,-2046,0,-751,1546,-20,-6,fc23,066f,0,0,8192,0,10,1,1,1,0,0,0,0,0,-1340,-52
4767,4767,0,-2046,-2,0,-1079,1756,-22,-4,fc23,066f,0,-2,8192,0,10,1,1,1,0,0,0,0,0,-1474,-788
4768,4768,0,-2046,-2,0,-1079,1756,-22,-4,fc23,066f,0,1,8192,0,10,1,1,1,0,0,0,0,0,-1417,-1559
4769,4769,0,2,-2046,0,-958,1681,-28,-4,fc23,066f,0,-2,8192,0,10,1,1,1,0,0,0,0,0,915,-410
4770,4770,0,2,-2046,0,-958,1681,-28,-4,fc23,066f,0,-1,8192,0,10,1,1,1,0,0,0,0,0,2047,587
4771,4771,0,2046,2,0,-1345,1990,-30,-5,fc23,066f,0,-3,8192,0,10,1,1,1,0,0,0,0,0,274,168
4772,4772,0,2046,2,0,-1345,1990,-30,-5,fc23,066f,0,-9,8192,0,10,1,1,1,0,0,0,0,0,-1480,-245
4773,4773,0,-2,2046,0,-1238,1984,-30,-8,fc23,066f,0,-9,8192,0,10,1,1,1,0,0,0,0,0,-1375,-906
4774,4774,0,-2,2046,0,-1238,1984,-30,-8,fc23,066f,0,-3,8192,0,10,1,1,1,0,0,0,0,0,-1792,-1466
4775,4775,0,-2046,-2,0,-1398,2196,-33,-10,fc23,066f,0,0,8192,0,10,1,1,1,0,0,0,0,0,-1792,-1466
4776,4776,0,-2046,-2,0,-1398,2196,-33,-10,fc23,066f,0,-2,8192,0,10,1,1,1,0,0,0,0,0,912,-434
4777,4777,0,2,-2046,0,-1100,1815,-37,-13,fc23,066f,0,-2,8192,0,10,1,1,1,0,0,0,0,0,2047,736
4778,4778,0,2,-2046,0,-1100,1815,-37,-13,fc23,066f,0,2,8192,0,10,1,1,1,0,0,0,0,0,1138,1163
4779,4779,0,2046,2,0,-1295,1735,-44,-14,fc23,066f,0,4,8192,0,10,1,1,1,0,0,0,0,0,-783,759
4780,4780,0,2046,2,0,-1295,1735,-44,-14,fc23,066f,0,1,8192,0,10,1,1,1,0,0,0,0,0,-1497,-42
4781,4781,0,-2,2046,0,-657,1122,-32,-15,fc23,066f,0,4,8192,0,10,1,1,1,0,0,0,0,0,-1484,-950
4782,4782,0,-2,2046,0,-657,1122,-32,-15,fc23,066f,0,12,8192,0,10,1,1,1,0,0,0,0,0,-1365,-1488
4783,4783,0,-2046,-2,0,-572,635,-21,-15,fc23,066f,0,15,8192,0,10,1,1,1,0,0,0,0,0,882,-430
4784,4784,0,-2046,-2,0,-572,635,-21,-15,fc23,066f,0,12,8192,0,10,1,1,1,0,0,0,0,0,2047,752
4785,4785,0,2,-2046,0,46,-258,-13,-14,fc23,066f,0,11,8192,0,10,1,1,1,0,0,0,0,0,1440,1194
4786,4786,0,2,-2046,0,46,-258,-13,-14,fc23,066f,0,17,8192,0,10,1,1,1,0,0,0,0,0,60,736
4787,4787,0,2046,2,0,175,-794,-2,-12,fc23,066f,0,13,8192,0,10,1,1,1,0,0,0,0,0,-743,48
4788,4788,0,2046,2,0,175,-794,-2,-12,fc23,066f,0,6,8192,0,10,1,1,1,0,0,0,0,0,-1324,-48
4789,4789,0,-2,2046,0,748,-1554,-1,-11,fc23,066f,0,4,8192,0,10,1,1,1,0,0,0,0,0,-1400,-799
4790,4790,0,-2,2046,0,748,-1554,-1,-11,fc23,066f,0,5,8192,0,10,1,1,1,0,0,0,0,0,-1543,-1526
4791,4791,0,-2046,-2,0,948,-1874,-10,-10,fc23,066f,0,-1,8192,0,10,1,1,1,0,0,0,0,0,-1543,-1526
4792,4792,0,-2046,-2,0,948,-1874,-10,-10,fccf,04fb,1,-13,8192,0,10,1,1,1,0,0,0,0,0,939,-424
4793,4793,0,2,-2046,0,1103,-2267,-29,-9,fccf,04fb,0,-21,8190,0,10,1,1,1,0,0,0,0,1,2047,765
4794,4794,0,2,-2046,0,1103,-2267,-29,-9,fccf,04fb,0,-29,8190,0,10,1,1,1,0,0,0,0,0,1312,1166
4795,4795,0,2046,2,0,1192,-2499,-40,-9,fccf,04fb,0,-42,8190,0,10,1,1,1,0,0,0,0,0,-888,775
4796,4796,0,2046,2,0,1192,-2499,-40,-9,fccf,04fb,0,7,8190,0,10,1,1,1,0,0,0,0,0,-1462,-37
4797,4797,0,-2,2046,0,1337,-2685,-60,-9,fccf,04fb,0,-9,8190,0,10,1,1,1,0,0,0,0,0,-1496,-978
4798,4798,0,-2,2046,0,1337,-2685,-60,-9,fccf,04fb,0,-26,8190,0,10,1,1,1,0,0,0,0,0,-1296,-1488
4799,4799,0,0,0,0,1222,-2852,-74,-9,fccf,04fb,0,-42,8190,0,10,1,1,1,0,0,0,0,0,785,-415
4800,4800,0,0,0,0,1222,-2852,-74,-9,fccf,04fb,0,2,8190,0,10,1,1,1,0,0,0,0,0,2047,727
4801,4801,0,0,0,0,1192,-2811,-83,-10,fccf,04fb,0,53,8190,0,10,1,1,1,0,0,0,0,0,1418,1213
4802,4802,0,0,0,0,1192,-2811,-83,-10,fccf,04fb,0,36,8190,0,10,1,1,1,0,0,0,0,0,426,634
4803,4803,0,0,0,0,1195,-2794,-102,-10,fccf,04fb,0,38,8190,0,10,1,1,1,0,0,0,0,0,1446,-654
4804,4804,0,0,0,0,1195,-2794,-102,-10,fccf,04fb,0,53,8190,0,10,1,1,1,0,0,0,0,0,2047,-309
4805,4805,0,0,0,0,1089,-2673,-99,-10,fccf,04fb,0,54,8190,0,10,1,1,1,0,0,0,0,0,1360,1176
4806,4806,0,0,0,0,1089,-2673,-99,-10,fccf,04fb,0,42,8190,0,10,1,1,1,0,0,0,0,0,117,914
4807,4807,0,0,0,0,1226,-2508,-98,-10,fccf,04fb,0,51,8190,0,10,1,1,1,0,0,0,0,0,117,914
4808,4808,0,0,0,0,1226,-2508,-98,-10,fccf,04fb,0,-47,8190,0,10,1,1,1,0,0,0,0,0,-690,39
4809,4809,0,0,0,0,1116,-2397,-91,-10,fccf,04fb,0,-24,8190,0,10,1,1,1,0,0,0,0,0,-1421,-65
4810,4810,0,0,0,0,1116,-2397,-91,-10,fccf,04fb,0,-9,8190,0,10,1,1,1,0,0,0,0,0,-1291,-616
4811,4811,0,0,0,0,911,-2020,-74,-10,fccf,04fb,0,-44,8190,0,10,1,1,1,0,0,0,0,0,812,-485
4812,4812,0,0,0,0,911,-2020,-74,-10,fccf,04fb,0,-2,8190,0,10,1,1,1,0,0,0,0,0,2047,613
4813,4813,0,0,0,0,762,-1640,-69,-10,fccf,04fb,0,29,8190,0,10,1,1,1,0,0,0,0,0,1442,1199
4814,4814,0,0,0,0,762,-1640,-69,-10,fccf,04fb,0,-12,8190,0,10,1,1,1,0,0,0,0,0,91,748
4815,4815,0,0,0,0,564,-1407,-50,-10,fccf,04fb,0,20,8190,0,10,1,1,1,0,0,0,0,0,-776,78
4816,4816,0,0,0,0,564,-1407,-50,-10,fccf,04fb,0,-9,8190,0,10,1,1,1,0,0,0,0,0,-1315,-24
4817,4817,0,0,0,0,-189,-481,-33,-11,fccf,04fb,0,16,8190,0,10,1,1,1,0,0,0,0,0,-1465,-845
4818,4818,0,0,0,0,-189,-481,-33,-11,fccf,04fb,0,-30,8190,0,10,1,1,1,0,0,0,0,0,-1413,-1517
4819,4819,0,0,0,0,-348,80,-26,-11,fccf,04fb,0,-19,8190,0,10,1,1,1,0,0,0,0,0,877,-410
4820,4820,0,0,0,0,-348,80,-26,-11,fccf,04fb,0,-14,8190,0,10,1,1,1,0,0,0,0,0,2047,732
4821,4821,0,0,0,0,-1009,1011,-3,-11,fccf,04fb,0,-10,8190,0,10,1,1,1,0,0,0,0,0,1456,1210
4822,4822,0,0,0,0,-1009,1011,-3,-11,fccf,04fb,0,-8,8190,0,10,1,1,1,0,0,0,0,0,74,723
4823,4823,0,0,0,0,-980,1326,1,-11,fccf,04fb,0,-19,8190,0,10,1,1,1,0,0,0,0,0,74,723
4824,4824,0,0,0,0,-980,1326,1,-11,031f,f939,1,24,8190,0,10,1,1,1,0,0,0,0,0,-741,82
4825,4825,0,0,0,0,-1415,1745,-1,-11,031f,f939,0,4,8195,1,01,1,1,1,0,1,3,0,1,-1411,-40
4826,4826,0,0,0,0,-1415,1745,-1,-11,031f,f939,0,52,8195,1,01,1,1,1,0,1,3,0,0,-1287,-636
4827,4827,0,0,0,0,-1214,2125,-13,-11,031f,f939,0,19,8195,1,01,1,1,1,0,1,3,0,0,803,-480
4828,4828,0,0,0,0,-1214,2125,-13,-11,031f,f939,0,31,8195,1,01,1,1,1,0,1,3,0,0,2047,592
4829,4829,0,0,0,0,-1474,2190,-16,-10,031f,f939,0,-9,8195,1,01,1,1,1,0,1,3,0,0,1440,1253
4830,4830,0,0,0,0,-1474,2190,-16,-10,031f,f939,0,-37,8195,1,01,1,1,1,0,1,3,0,0,77,769
4831,4831,0,0,0,0,-1151,2045,-47,-11,031f,f939,0,-5,8195,1,01,1,1,1,0,1,3,0,0,-719,40
4832,4832,0,0,0,0,-1151,2045,-47,-11,031f,f939,0,-52,8195,1,01,1,1,1,0,1,3,0,0,-1315,-38
4833,4833,0,0,0,0,-1446,1889,-41,-12,031f,f939,0,-14,8195,1,01,1,1,1,0,1,3,0,0,-1408,-800
4834,4834,0,0,0,0,-1446,1889,-41,-12,031f,f939,0,37,8195,1,01,1,1,1,0,1,3,0,0,-1439,-1657
4835,4835,0,0,0,0,-1105,1794,-44,-13,031f,f939,0,24,8195,1,01,1,1,1,0,1,3,0,0,-1418,-1642
4836,4836,0,0,0,0,-1105,1794,-44,-13,031f,f939,0,10,8195,1,01,1,1,1,0,1,3,0,0,-1720,-1358
4837,4837,0,0,0,0,-1323,1518,-23,-14,031f,f939,0,4,8195,1,01,1,1,1,0,1,3,0,0,1015,-326
4838,4838,0,0,0,0,-1323,1518,-23,-14,031f,f939,0,11,8195,1,01,1,1,1,0,1,3,0,0,2047,696
4839,4839,0,0,0,0,-1190,1386,-31,-16,031f,f939,0,20,8195,1,01,1,1,1,0,1,3,0,0,2047,696
4840,4840,0,0,0,0,-1190,1386,-31,-16,031f,f939,0,30,8195,1,01,1,1,1,0,1,3,0,0,1412,1167
4841,4841,0,0,0,0,-1464,1344,-9,-17,031f,f939,0,-20,8195,1,01,1,1,1,0,1,3,0,0,105,808
4842,4842,0,0,0,0,-1464,1344,-9,-17,031f,f939,0,-5,8195,1,01,1,1,1,0,1,3,0,0,-648,-94
4843,4843,0,0,0,0,-1073,1484,-8,-17,031f,f939,0,-38,8195,1,01,1,1,1,0,1,3,0,0,-1382,-1095
4844,4844,0,0,0,0,-1073,1484,-8,-17,031f,f939,0,11,8195,1,01,1,1,1,0,1,3,0,0,-1674,-1506
4845,4845,0,0,0,0,-1104,1552,5,-17,031f,f939,0,-17,8195,1,01,1,1,1,0,1,3,0,0,960,-396
4846,4846,0,0,0,0,-1104,1552,5,-17,031f,f939,0,6,8195,1,01,1,1,1,0,1,3,0,0,2047,723
4847,4847,0,0,0,0,-735,1773,-17,-15,031f,f939,0,39,8195,1,01,1,1,1,0,1,3,0,0,1441,1191
4848,4848,0,0,0,0,-735,1773,-17,-15,031f,f939,0,16,8195,1,01,1,1,1,0,1,3,0,0,112,747
4849,4849,0,0,0,0,-251,1611,-19,-12,031f,f939,0,-22,8195,1,01,1,1,1,0,1,3,0,0,-764,62
4850,4850,0,0,0,0,-251,1611,-19,-12,031f,f939,0,-17,8195,1,01,1,1,1,0,1,3,0,0,-1356,-45
4851,4851,0,0,0,0,374,1835,-40,-9,031f,f939,0,-5,8195,1,01,1,1,1,0,1,3,0,0,-1443,-816
4852,4852,0,0,0,0,374,1835,-40,-9,031f,f939,0,15,8195,1,01,1,1,1,0,1,3,0,0,-1355,-1540
4853,4853,0,0,0,0,916,1504,-39,-6,031f,f939,0,-40,8195,1,01,1,1,1,0,1,3,0,0,815,-446
4854,4854,0,0,0,0,916,1504,-39,-6,031f,f939,0,-39,8195,1,01,1,1,1,0,1,3,0,0,2047,788
4855,4855,0,0,0,0,1392,1679,-50,-4,031f,f939,0,-43,8195,1,01,1,1,1,0,1,3,0,0,2047,788
4856,4856,0,0,0,0,1392,1679,-50,-4,fbb7,05ff,1,-43,8195,1,01,1,1,1,0,1,3,0,0,1429,1164
4857,4857,0,0,0,0,1876,1387,-22,-4,fbb7,05ff,0,-51,8186,0,10,1,1,1,0,0,0,1,1,111,750
4858,4858,0,0,0,0,1876,1387,-22,-4,fbb7,05ff,0,-3,8186,0,10,1,1,1,0,0,0,1,0,-677,-67
4859,4859,0,0,0,0,1896,1371,-14,-5,fbb7,05ff,0,43,8186,0,10,1,1,1,0,0,0,1,0,-1300,-1083
4860,4860,0,0,0,0,1896,1371,-14,-5,fbb7,05ff,0,11,8186,0,10,1,1,1,0,0,0,1,0,-1815,-1530
4861,4861,0,0,0,0,2352,1277,24,-9,fbb7,05ff,0,-9,8186,0,10,1,1,1,0,0,0,1,0,937,-399
4862,4862,0,0,0,0,2352,1277,24,-9,fbb7,05ff,0,-25,8186,0,10,1,1,1,0,0,0,1,0,2047,733
4863,4863,0,0,0,0,2184,1231,26,-15,fbb7,05ff,0,-45,8186,0,10,1,1,1,0,0,0,1,0,1306,1173
4864,4864,0,0,0,0,2184,1231,26,-15,fbb7,05ff,0,49,8186,0,10,1,1,1,0,0,0,1,0,155,780
4865,4865,0,0,0,0,2258,1348,59,-23,fbb7,05ff,0,33,8186,0,10,1,1,1,0,0,0,1,0,-784,49
4866,4866,0,0,0,0,2258,1348,59,-23,fbb7,05ff,0,30,8186,0,10,1,1,1,0,0,0,1,0,-1426,65
4867,4867,0,0,0,0,2130,1409,49,-31,fbb7,05ff,0,17,8186,0,10,1,1,1,0,0,0,1,0,-1406,387
4868,4868,0,0,0,0,2130,1409,49,-31,fbb7,05ff,0,-6,8186,0,10,1,1,1,0,0,0,1,0,-1190,263
4869,4869,0,0,0,0,2239,1488,50,-39,fbb7,05ff,0,-15,8186,0,10,1,1,1,0,0,0,1,0,-1398,-871
4870,4870,0,0,0,0,2239,1488,50,-39,fbb7,05ff,0,-8,8186,0,10,1,1,1,0,0,0,1,0,-1400,-1559
4871,4871,0,0,0,0,2018,1537,38,-45,fbb7,05ff,0,-8,8186,0,10,1,1,1,0,0,0,1,0,-1400,-1559
4872,4872,0,0,0,0,2018,1537,38,-45,fbb7,05ff,0,-18,8186,0,10,1,1,1,0,0,0,1,0,817,-445
4873,4873,0,0,0,0,2194,1608,42,-49,fbb7,05ff,0,-16,8186,0,10,1,1,1,0,0,0,1,0,2047,745
4874,4874,0,0,0,0,2194,1608,42,-49,fbb7,05ff,0,-2,8186,0,10,1,1,1,0,0,0,1,0,1310,1201
4875,4875,0,0,0,0,1982,1471,26,-50,fbb7,05ff,0,10,8186,0,10,1,1,1,0,0,0,1,0,-855,745
4876,4876,0,0,0,0,1982,1471,26,-50,fbb7,05ff,0,-38,8186,0,10,1,1,1,0,0,0,1,0,-1499,-70
4877,4877,0,0,0,0,2112,1140,33,-48,fbb7,05ff,0,-20,8186,0,10,1,1,1,0,0,0,1,0,-1443,-973
4878,4878,0,0,0,0,2112,1140,33,-48,fbb7,05ff,0,-2,8186,0,10,1,1,1,0,0,0,1,0,-1288,-1449
4879,4879,0,0,0,0,1713,659,26,-42,fbb7,05ff,0,18,8186,0,10,1,1,1,0,0,0,1,0,784,-442
4880,4880,0,0,0,0,1713,659,26,-42,fbb7,05ff,0,-27,8186,0,10,1,1,1,0,0,0,1,0,2047,741
4881,4881,0,0,0,0,1424,513,48,-35,fbb7,05ff,0,-9,8186,0,10,1,1,1,0,0,0,1,0,1480,1178
4882,4882,0,0,0,0,1424,513,48,-35,fbb7,05ff,0,1,8186,0,10,1,1,1,0,0,0,1,0,66,720
4883,4883,0,0,0,0,649,-119,38,-26,fbb7,05ff,0,16,8186,0,10,1,1,1,0,0,0,1,0,-763,70
4884,4884,0,0,0,0,649,-119,38,-26,fbb7,05ff,0,34,8186,0,10,1,1,1,0,0,0,1,0,-1314,-21
4885,4885,0,0,0,0,252,-374,26,-18,fbb7,05ff,0,-23,8186,0,10,1,1,1,0,0,0,1,0,-1507,-831
